x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
156.421463,216.8362579,-9.07277E-08,159.7182999,210.8674164,-0.00141945,163.7137527,206.5754089,-0.005779132,166.2979202,201.9009552,-0.011082937,166.2771378,197.4868469,-0.015921257,172.9294624,208.1126556,-0.00263062,178.556385,214.0381165,-0.007200173,177.1093941,216.5563049,-0.011132782,175.0266151,216.3849792,-0.013652083,173.8290825,211.7526398,-0.005574763,178.7297173,216.9373779,-0.008513619,177.1155052,218.6822205,-0.010806819,175.1786041,218.2831726,-0.012740966,174.0673256,215.8565674,-0.008685301,179.2527466,220.0583801,-0.011701438,177.6503334,221.7993317,-0.010898075,175.7808723,221.7051544,-0.010101818,173.5912628,219.9384003,-0.011967636,179.6472473,221.7802582,-0.013280931,183.1856117,223.4944611,-0.011190951,186.0018997,224.7515259,-0.00926969,call
147.1991158,239.5019073,-1.38954E-07,151.8077888,226.9767609,-0.006508327,163.214653,215.122467,-0.012091693,171.7945633,206.2240601,-0.016992332,175.6270065,198.1852112,-0.019497929,172.2174225,221.1995392,-0.012793383,184.2354698,224.3623505,-0.021618713,178.6206093,225.6046448,-0.025505774,172.6643028,224.595871,-0.027726589,173.4323044,229.9610901,-0.014927194,185.7386856,231.76651,-0.023068035,180.3229637,232.7897644,-0.024538197,174.857048,233.2459106,-0.025324386,173.6063347,239.0245514,-0.017552692,186.3480148,240.0223846,-0.024311388,181.0745087,240.6816254,-0.019423269,174.8437271,240.7885742,-0.015636556,172.3099251,247.506546,-0.020703841,184.8926239,249.4338531,-0.0267349,192.7932587,250.9714508,-0.026589561,199.6942978,252.2042999,-0.026042664,call
196.1144562,186.8973083,-2.4822E-07,206.8841553,176.652626,0.011018468,217.2518463,171.1749229,0.013424605,224.1438904,169.154789,0.011955577,228.1230621,166.842865,0.010024423,232.153595,171.0385895,0.012259462,238.0768127,184.3637466,0.009309207,233.3732758,189.5373573,0.005682688,227.41716,189.9509125,0.00443371,234.267334,176.600235,0.003436458,238.3613586,190.3889008,0.001821059,232.1414337,195.0477676,-0.001297306,226.5386505,195.4775162,-0.002772951,233.9814148,183.79002,-0.004891533,238.6823273,196.4294586,-0.007767914,232.1080933,201.7001953,-0.00763963,227.0269928,202.6916428,-0.005796802,231.5654755,191.421627,-0.012250722,245.631012,196.3792877,-0.013056496,253.483902,200.7737274,-0.009621084,259.9935913,204.2552261,-0.005755865,call
133.6885071,203.2569122,-1.77732E-07,138.5005074,193.0152435,0.009995992,144.040947,185.9627075,0.009062952,147.9428558,180.3155212,0.004614391,148.7556152,175.6284637,0.000328854,157.7023315,181.8265991,0.003916863,167.3783455,189.6036835,-3.33708E-05,165.8728981,195.8906708,-0.002968138,162.5246429,198.4834747,-0.004530264,160.7745438,187.361496,-0.006465488,169.2146873,196.7277069,-0.008822272,166.5286102,202.1771393,-0.010979811,163.0908279,203.9356384,-0.012852429,162.2869492,194.7074127,-0.016082983,170.7401161,203.4973297,-0.019764857,167.0899658,208.3437347,-0.018327612,163.5309677,209.7442169,-0.016914947,162.5425186,203.1495209,-0.024845719,173.9138718,207.0158539,-0.027817022,180.8455467,210.2880402,-0.025431028,186.7840347,212.9360504,-0.023050012,call
83.19621849,146.0646515,-2.22477E-07,90.34891891,132.4860878,0.003256467,102.5006104,122.4520454,-0.000214064,111.3064728,114.9450874,-0.00623384,113.9423904,106.5745926,-0.010794909,113.2583656,125.5743828,-0.00253403,129.8012581,129.2495613,-0.012613036,125.695118,133.0607758,-0.018000383,119.6669083,133.2502899,-0.019866031,113.9753838,133.2379417,-0.009811808,129.8961067,136.7557297,-0.017119111,125.6318665,140.1933632,-0.018620146,119.991703,140.3200264,-0.01890853,113.8692513,141.6980667,-0.017166501,129.210743,144.1093941,-0.021634324,125.8124771,146.8588142,-0.016572213,120.4964333,147.1147156,-0.012615065,112.8670921,150.013504,-0.024624709,127.8114052,151.3266335,-0.026447572,135.9767303,153.7061691,-0.02326053,142.2804794,155.461132,-0.020589979,call
126.2374763,251.2555228,-4.55803E-07,124.341053,229.8846088,0.000197901,129.7673035,211.2857412,-0.006789972,136.4195938,196.9541625,-0.015386,135.8123703,184.4191311,-0.022494826,149.8699951,205.9951397,-0.023508778,165.6017532,210.7159253,-0.032212324,162.736702,220.5881913,-0.03323286,156.8551941,224.6668696,-0.033746477,156.8093376,215.2250749,-0.031864036,168.5169411,226.5083881,-0.038331453,162.256279,235.2818351,-0.038560767,156.836483,238.4337341,-0.041332908,162.4336739,227.690074,-0.038605992,174.2950172,237.6260915,-0.051613424,167.5134315,245.5071422,-0.048186902,161.2752571,248.7898954,-0.04555976,166.4388199,241.5561157,-0.044273082,186.9619331,242.8744154,-0.056582827,199.0575256,245.3372127,-0.054082491,209.9078293,246.5328257,-0.050749,call
243.6867371,309.679506,-3.47279E-07,241.9281235,291.810833,0.001335993,233.7333298,276.9914563,0.000787329,227.5304031,265.7943302,-0.001171919,228.2575607,256.1589388,-0.004055601,213.2300034,276.6779075,-0.008889904,197.4980392,284.2796233,-0.01405549,199.6783218,290.7325643,-0.016321199,204.3562775,293.1524211,-0.017617505,210.4002686,286.9498876,-0.014549606,197.3299713,294.676006,-0.020202566,202.8020554,299.6142986,-0.021132417,208.7348785,300.4794774,-0.022877559,209.7430115,298.8909332,-0.019606346,197.6854706,304.5473833,-0.029007696,202.9646072,308.1653506,-0.028899198,209.594696,308.9544765,-0.028614508,210.4786377,311.2482358,-0.023886826,194.5833664,311.5243128,-0.034205656,184.0194283,312.9828768,-0.036441561,175.2010918,313.2874274,-0.037207011,call
232.9871521,126.0662613,-2.77743E-07,224.4204254,117.5110474,0.004208616,213.0020599,110.3651428,0.003881193,205.6270065,104.5890427,0.001861907,202.7387466,98.29785156,-0.00076201,199.957695,108.4320831,-0.001906803,190.8166695,119.4559097,-0.006975545,193.6080093,124.2902603,-0.011332079,197.2231293,125.6379242,-0.014020383,199.878067,114.2251663,-0.008003934,193.414444,128.0452881,-0.011823105,198.5590897,129.9836273,-0.01445285,202.2014465,129.1929932,-0.017271236,201.6182098,122.1160278,-0.013704761,195.6627502,133.9404907,-0.0198426,200.9823074,135.020874,-0.021768879,205.35466,133.7808533,-0.0234746,204.8806686,130.4696503,-0.018693963,195.9727478,139.8944397,-0.026015749,191.5436211,145.0587463,-0.028284913,186.8005371,148.6387634,-0.029368587,call
294.009407,246.7822905,-3.7968E-07,283.3598785,232.8178772,0.001877423,270.7741013,221.0238067,-0.001867795,263.0836716,209.9995407,-0.007809599,261.3464355,198.509235,-0.014109352,256.8896484,220.0585234,-0.011832112,244.3870697,238.7602037,-0.018235182,251.4968033,243.273734,-0.019904442,259.2257538,243.012464,-0.02021363,258.0076218,227.4636819,-0.018822081,247.4356842,246.3272212,-0.026928259,255.3805389,249.6719311,-0.028980283,262.0661316,250.68692,-0.031373974,260.2323074,237.4020985,-0.025304299,250.0186615,254.3235307,-0.035998877,258.0733109,258.0494143,-0.038237572,265.7145309,259.0047904,-0.039572537,263.7508392,248.350327,-0.030856201,247.0929794,258.5081969,-0.041810717,237.539566,265.6649047,-0.045972139,229.0751495,271.7264875,-0.04835761,call
259.8601685,189.7431793,-2.0461E-07,257.7475891,179.3299561,0.001853852,251.9021988,168.8478241,-0.000451323,247.9812241,161.0406189,-0.003942464,248.2666397,154.3596802,-0.007126139,245.9360275,168.2128754,-0.009693551,232.817482,168.7489319,-0.017611684,235.7937698,172.4600677,-0.020902632,240.7747879,173.3089905,-0.021953503,244.2875061,173.966629,-0.013943934,231.9547119,175.2368469,-0.020568317,235.0493088,178.6083984,-0.020282956,239.0540771,178.8315582,-0.020096714,242.7294388,180.6085205,-0.017981185,230.7000504,181.1431274,-0.023728456,233.1876526,183.938324,-0.02069547,237.4885483,184.4584198,-0.01829849,240.9180222,187.2670898,-0.021718217,229.7340088,186.1769714,-0.025421839,222.6363602,185.9819794,-0.025353577,217.2894516,185.1995087,-0.025266536,call
245.0455627,212.5800323,-1.48782E-07,244.6358643,199.6121826,-0.003351305,240.6021652,185.3467865,-0.007228032,238.6755066,174.0189972,-0.011758006,241.1245193,165.3246918,-0.016247632,225.3932877,184.659317,-0.005461176,214.2185211,187.7175903,-0.011381656,217.5975952,190.7697906,-0.017125575,222.6565475,191.486618,-0.020476092,221.7600632,191.7470093,-0.008765843,212.7026138,194.4578552,-0.012998269,216.0672913,196.6350403,-0.017439995,220.4526901,197.335968,-0.021308769,219.1987839,199.4273224,-0.012526147,210.2898331,200.8564301,-0.017957063,213.4489517,203.1512756,-0.020516366,218.4614868,204.0762939,-0.022272559,217.6937256,207.13237,-0.01647706,205.3977814,206.920639,-0.020183608,197.1161957,207.8582458,-0.021299133,190.4247894,207.8096619,-0.022145234,call
256.8170242,175.861557,-2.42281E-07,251.955368,164.5118103,0.001444214,243.0617065,152.6735382,-0.001204198,240.209198,143.463623,-0.005170419,243.6529999,135.3218384,-0.009580298,234.5133362,150.6490021,-0.010406387,221.2232895,159.4765015,-0.018559132,225.6461334,163.7023621,-0.023706637,231.0260468,163.1885986,-0.026621863,233.3556519,157.6916504,-0.015564639,221.4097595,166.8116608,-0.02214003,226.3974152,170.0767822,-0.022795282,231.4877014,169.2837982,-0.023754492,232.3621445,166.1761169,-0.020650899,220.7750244,173.5779572,-0.025825897,225.0673599,176.7729645,-0.024421209,230.6298065,176.0652313,-0.023992673,231.8784485,174.9205322,-0.025659433,219.4327469,180.4539642,-0.030203743,212.2808304,184.8343658,-0.031383656,206.6308365,186.8748627,-0.032402519,call
428.3032687,175.4913025,-1.26719E-07,419.0344222,161.2027359,-0.001955586,406.4463695,149.5587158,-0.00686709,397.8394671,138.5270805,-0.012232414,394.8467956,128.0127411,-0.017465012,389.0330045,158.3365288,-0.012108049,372.1450016,170.0612755,-0.018356288,377.9615204,173.8007355,-0.021037189,384.6772817,172.0637856,-0.022221919,390.3568521,169.581974,-0.014794882,373.336379,181.1743584,-0.020421699,380.263995,183.6855354,-0.020556375,386.885187,181.5290222,-0.020550637,394.0000282,181.4309349,-0.017232845,376.3441539,190.9800911,-0.021920139,382.6317277,192.6649933,-0.019161994,389.6959257,190.421093,-0.016881116,398.5496933,192.8673248,-0.019735871,381.3520097,197.9675446,-0.02345187,371.0320317,201.8560867,-0.023449326,362.1020957,203.9678192,-0.023248956,call
179.7302385,103.4790916,-3.18664E-07,201.014013,90.63042068,0.004158001,230.2675801,81.76709747,-0.001629125,249.7795679,72.32497787,-0.009937728,257.1363643,56.79366302,-0.016911488,249.5735355,91.02547646,-0.011650239,262.7807941,123.8388519,-0.023167821,249.8380382,128.9535027,-0.027819304,240.8613829,125.0621109,-0.03025244,243.9082267,99.6890831,-0.021157831,253.3115759,133.9804344,-0.02752341,239.652011,136.3935013,-0.025583975,233.3928694,130.9073868,-0.02621296,235.3182383,110.8829269,-0.030303132,246.0046561,142.7298431,-0.037242807,233.6175443,143.3319397,-0.030783344,226.8821232,137.1773415,-0.027191717,225.3429157,123.3536339,-0.03886522,243.4093373,146.1504593,-0.043185953,252.275501,160.4983521,-0.039490804,261.4108702,171.9980736,-0.03696261,call
126.9779434,260.1385193,-1.56984E-07,129.8677139,244.2697144,-0.003771183,136.6444244,230.8462372,-0.012708234,141.6227303,219.6540833,-0.022212658,141.118,209.8762207,-0.029668061,155.5294533,235.057785,-0.010490273,168.2341919,239.5881958,-0.01819502,163.1210175,242.7315063,-0.023554105,156.7594299,242.7516022,-0.027240196,157.7466202,244.5797577,-0.014700099,167.7711296,247.7544708,-0.018311851,162.7791481,250.2747498,-0.019320369,157.6611214,250.7499847,-0.021894045,158.0874252,254.2510529,-0.019216212,169.0856209,255.6213379,-0.022683829,164.8034134,257.5856018,-0.018803986,159.1212387,258.1947632,-0.017340362,157.385067,263.3167114,-0.024047436,171.2542076,266.0058594,-0.02774803,179.6308136,268.0723877,-0.026372207,186.465065,269.0974426,-0.025612302,call
103.5121078,125.2156677,-1.42921E-07,108.9094391,109.581665,-0.007383524,122.9477577,95.9359417,-0.015085581,134.3080444,85.54332733,-0.021565646,136.006485,75.36330986,-0.025185097,127.8512306,93.15561676,-0.025118174,148.7253914,101.9494629,-0.038512588,143.1318398,105.388916,-0.041670814,136.7839508,103.059185,-0.04324773,128.5771637,103.0546875,-0.028981822,148.7474442,111.3760757,-0.040887605,142.3080826,114.1370544,-0.039836578,136.7416649,113.0403099,-0.039191727,129.1504326,114.3311119,-0.032936841,147.9815369,121.2135887,-0.042649511,142.5362549,122.892437,-0.036099769,136.6166039,121.7645187,-0.031626958,129.4281693,125.743206,-0.037495535,145.8025932,129.0531349,-0.046756607,155.2624512,131.7367859,-0.046737861,164.0503922,133.5590286,-0.045709003,call
391.1961696,192.513176,-1.54106E-07,392.2966822,178.5390358,0.000461872,388.7137976,162.9058571,-0.000639274,386.5558026,150.199173,-0.001797309,388.4711254,141.2659607,-0.003428622,382.7724621,158.0102921,-0.008020576,367.1531448,155.6225052,-0.010146368,368.4920958,160.6050224,-0.010420834,372.327708,164.7066078,-0.010188936,376.9085569,163.863121,-0.010122754,362.5500275,162.2379341,-0.010508399,363.7545949,166.6094055,-0.009967664,367.1360059,170.1993484,-0.010952443,371.1088921,170.8927917,-0.011663752,358.5136338,169.3360977,-0.013579085,359.9042457,173.7102585,-0.013529951,363.7103025,177.355751,-0.014582399,365.7607824,178.8026619,-0.012711073,351.5689196,173.755188,-0.015304946,343.2176352,172.5306473,-0.015496409,336.4746999,171.2011185,-0.01603497,call
365.2106934,176.1244698,-3.50778E-07,361.9896851,157.0533943,0.002090247,352.3004456,138.9439201,-0.000121004,345.4767761,125.4030762,-0.003221891,348.1127014,114.2994804,-0.007075648,338.2924194,138.3983688,-0.01526736,318.862915,149.7003822,-0.021197248,325.3049927,156.0591316,-0.022937164,333.3105164,156.8830948,-0.022662278,334.3093262,149.3891602,-0.019996647,319.0113525,159.6996689,-0.024533324,326.0169067,163.3693314,-0.024902813,333.3285828,163.3745155,-0.026134396,331.3157654,161.4158249,-0.023359029,317.0557556,169.6230698,-0.029237974,324.2064514,173.3172226,-0.028973984,332.0484314,173.1578522,-0.0290886,328.4248047,173.7583008,-0.025754308,309.393219,174.6676025,-0.029071823,298.2848816,175.8892365,-0.027663363,288.5618591,175.7952576,-0.02680726,call
196.2165527,166.4505272,-1.78013E-07,197.1153412,155.3414955,-0.000460871,200.4396515,145.3251801,-0.002912221,202.4556274,136.989315,-0.006076981,200.8666534,130.3547974,-0.008725132,211.629303,141.9255409,-0.002627748,221.0371552,144.4064026,-0.007281443,218.3610687,148.4443474,-0.011482337,213.7996063,149.92836,-0.01471226,215.5361786,146.5445938,-0.005731208,222.7100372,149.8235092,-0.008826431,219.4298401,153.0375366,-0.012251528,215.3251495,153.6761856,-0.015767386,218.8116913,152.5271759,-0.008734955,225.1365204,155.2009506,-0.013503049,221.5160522,158.0239105,-0.01368193,216.941864,158.5958977,-0.013816717,221.193512,159.4107399,-0.011580208,230.3774719,157.4824104,-0.016374623,236.514389,157.2504272,-0.016323924,241.3208008,156.8257942,-0.01562633,call
280.4231262,307.4262772,-3.18473E-08,279.5950928,296.5090485,0.003113917,278.1047974,286.8658905,0.003692624,277.0551758,279.3159027,0.002807641,277.5110474,273.8851318,0.002207757,271.7122803,285.6615372,0.007860462,267.4608459,280.9845428,0.007884439,267.5532837,283.09021,0.006400404,268.4560547,285.558403,0.005481489,267.8697815,288.7695923,0.005381273,263.9059448,284.6323929,0.006156043,264.2139282,285.7904434,0.004280588,265.2411499,287.7119293,0.002689516,264.7013855,292.1992722,0.002692097,260.7022705,287.9029541,0.003923243,260.6661072,288.6931686,0.003588476,261.4410706,290.569725,0.0029461,262.3488464,295.6162033,3.81547E-05,256.3557739,292.3496475,0.001321602,252.3282928,290.8672943,0.001649126,249.0274506,289.8532791,0.001712525,call
179.0704651,244.6919861,-1.1645E-07,189.2975922,235.4429855,0.002096958,203.6113281,227.0280304,-0.000900081,212.0085602,219.349205,-0.005214453,213.5500336,211.4381561,-0.008180498,212.1243286,227.694809,-0.008039361,225.9648132,239.8287964,-0.014809364,219.7144165,242.3432236,-0.016328352,214.667511,240.0622101,-0.016781952,209.38797,234.174408,-0.013391668,222.5980835,246.9712372,-0.018542895,216.4858856,248.8518677,-0.016977342,212.0124207,245.9981918,-0.016231569,206.1837616,242.4829102,-0.018580144,220.1082764,253.9947281,-0.022628989,214.6620789,255.7232437,-0.017908894,209.6282959,253.4155197,-0.014844136,202.8450928,251.4065323,-0.023649752,216.1651154,259.1147919,-0.026706547,223.3847046,264.9752426,-0.025813559,229.5622101,269.5339737,-0.025274411,call
124.6705971,180.1660403,-3.2304E-07,125.3666382,163.4106218,-0.011848449,132.3608894,148.2936747,-0.022985062,138.1563721,136.2126261,-0.032806568,137.3703461,124.691121,-0.040804703,155.4725761,152.6061582,-0.021472152,164.8043518,164.7456252,-0.032316267,158.3622665,169.108471,-0.041035406,151.0189362,168.1841933,-0.048375431,160.1488152,163.5832119,-0.023916788,167.102932,173.0000406,-0.033605825,160.1353455,175.9293514,-0.040173218,154.1920052,175.5746379,-0.046746235,162.0327988,175.1633791,-0.026545821,169.5056419,182.7003874,-0.038671989,163.0886993,184.7422594,-0.038963389,156.8884506,184.0348426,-0.03923247,161.2009048,186.6325422,-0.029688699,174.5128899,189.960685,-0.043526765,183.9266853,193.5672897,-0.045787554,192.0072784,196.7099891,-0.045999579,call
146.4430161,289.546936,-2.871E-07,147.1503296,267.8898621,-0.008657744,154.2819214,243.8890839,-0.022246156,158.0507469,224.4640198,-0.034399305,155.5542526,209.4875946,-0.04264487,174.837307,241.5782776,-0.031686902,199.3735657,246.4360504,-0.041259833,192.3259964,254.3950348,-0.041333996,184.2673073,255.2112274,-0.041790616,180.7678757,254.6203308,-0.035878301,201.4896698,259.4273071,-0.041731451,193.9409409,266.4219055,-0.037877683,186.0109749,267.1665039,-0.037896171,185.5654907,269.1677551,-0.039432164,204.177475,271.70578,-0.044168402,197.2309799,277.1899109,-0.034425776,188.0955849,278.0174255,-0.030011944,189.830864,283.3538208,-0.043419197,210.635582,279.7276001,-0.047991224,224.1829376,279.0607605,-0.04486952,235.293251,276.9439697,-0.04351173,call
141.9621391,153.0667267,-1.64453E-07,146.0042038,140.5099945,-0.005461211,157.1455078,127.6222839,-0.011873424,167.0505981,118.199852,-0.017725628,169.9550858,108.8889236,-0.021291068,159.8245468,129.4264679,-0.021496855,176.9065361,131.2021179,-0.036102466,172.6066818,134.101181,-0.040685158,166.72332,133.225174,-0.041833486,160.8903008,138.3918762,-0.025023201,178.5733109,140.5471802,-0.036525626,173.6439857,142.7291107,-0.035429914,167.9585266,142.1821899,-0.033934597,162.0662384,147.577179,-0.02889006,177.5526237,149.6575317,-0.038166452,173.5435638,151.2193756,-0.032178231,168.2296371,150.5930176,-0.02722284,163.1327934,156.073822,-0.033094652,177.6817131,156.3961945,-0.038906056,184.9610252,157.3679657,-0.036938686,191.0361557,157.6049957,-0.034926318,call
